Content,Date_Posted,Date_Replied,Date_of_Experience,Name,Ratings,Reply,Review,Title
"I've been using Stripe for a number of years and their payment gateway services are outstanding. I have Stripe integrated as a credit card payment option for my clients directly from my web-based invoice software so they can pay me with just a couple of clicks. The money typically lands in my bank account in a few days (minus the transaction fees, which are reasonable), and I can generate all kinds of reports when it comes time to hand all the numbers to my accountant at tax time.",2022-10-12T17:20:54.000Z,2022-10-12T22:01:39.830Z,"October 12, 2022",Christian,Rated 5 out of 5 stars,"Thank you so much for the excellent 5 star review, Christian! We're so glad to hear you've been enjoying your experience with Stripe!",2,Powerful and secure payment transactions
"I never write 5 star reviews, but stripe deserves one.",2022-10-12T17:17:02.000Z,2022-10-12T21:58:17.807Z,"October 12, 2022",Moiz,Rated 5 out of 5 stars,"It's an honor to have one of the only 5 star reviews you've written, and we're so glad you're enjoying your experience with Stripe!",3,I never write 5 star reviews
 ,2022-10-12T17:16:50.000Z,2022-10-12T21:54:52.917Z,"October 12, 2022",Gilmar Carmo,Rated 5 out of 5 stars,Hey there—thank you for the 5 star review!,1,The Best Forever
Stripe works perfectly for me. I'm notified right away and the funds are deposited in a timely manner.,2022-10-12T17:12:25.000Z,2022-10-12T21:52:53.843Z,"October 12, 2022",Sheila,Rated 5 out of 5 stars,"We're so glad to hear you're having a great experience with Stripe, Sheila! Thank you for the positive review!",1,Stripe works perfectly for me
Easy to use. Deposits made automatically. Access to system to find out details of deposits is simple and easy.,2022-10-12T17:08:44.000Z,2022-10-12T21:47:29.706Z,"October 10, 2022",Wendy,Rated 5 out of 5 stars,"We're glad to hear you've enjoyed your experience with Stripe, Wendy! Thank you for the 5 star review!",1,Easy to use
User experience has been great and can be better if users can have the option to send receipts using mobile.,2022-10-12T17:07:36.000Z,2022-10-12T21:42:35.095Z,"October 12, 2022",Samuel Ho,Rated 4 out of 5 stars,"Thank you for the honest review and valuable feedback, Samuel.",2,Option to send payment receipts using mobile
"Having my website as a fine art photographer for 3 years, I had Stripe set up to transact my payments from art collectors who purchase art prints through my website.  All of sudden, Stripe notifies me that they are closing my account because they deem my website and work as pornography.  My work has been exhibited in galleries across the U.S. and Europe, is hanging in hotels and restaurants around the world and is the principal artwork on a cruise line but Stripe views it as porn.  So Stripe is a company of prudes and artist should refrain from using them.  Through my website, I sell my artwork.  The human body is not porn.  My biggest clientele are interior designers, yet for Stripe, I'm running an Only Fans page.  I don't know if that most of my subjects are people of color has anything to do with it but that is something to consider and look into.  It's just best to use PayPal.",2022-10-12T17:04:13.000Z,2022-10-12T21:41:22.871Z,"October 11, 2022",Gregory Prescott,Rated 1 out of 5 stars,"Hi Gregory—we're very sorry to hear about the less than positive experience here. We'd like to help in any way we can—feel free to reach out to us directly at heretohelp@stripe.com, and we'll follow up as soon as we can.",4,Stripe is a company of Prudes!  Artists stay away!
Horrible service. No one can explain how I sell a product that stripe itself uses but it is prohibited. No one will provide information about arbitration.,2022-10-12T16:55:19.000Z,2022-10-12T21:29:35.561Z,"October 03, 2022",William,Rated 1 out of 5 stars,"Hey William, we're sorry about your negative experience using our services. We'd like to help in any way we can—feel free to reach out to us directly at heretohelp@stripe.com, and we'll follow up to assist with any questions or concerns you may have.",1,Horrible service
Stripe is extremely stable on trust worthy. If there is a problem (we had only one a few months ago) the respond quickly and effectively,2022-10-12T16:48:17.000Z,2022-10-12T21:13:03.759Z,"October 12, 2022",Erick,Rated 5 out of 5 stars,"We're thrilled to hear you've had such a positive support experience with Stripe, Erick! Thank you for the great review!",1,Stripe is extremely stable on trust…
 ,2022-10-12T16:25:30.000Z,2022-10-12T21:00:57.011Z,"October 12, 2022",Steve,Rated 5 out of 5 stars,"Thank you for the 5 star review, Steve!",1,thank you very much for saving me
It takes too long to get the funds and the fees associated with transactions are too high.,2022-10-12T16:12:47.000Z,2022-10-12T20:59:43.534Z,"September 01, 2022",Marcin,Rated 3 out of 5 stars,"Thank you for the honest review and valuable feedback, Marcin.",1,It takes too long to get the funds and…
"It's pretty good I suppose, its better than majority of anything else out there. But it would be really nice if it continued to innovate the product. For example, really help with subscriber management so businesses don't have to deal with more support software to manage their revenues.",2022-10-12T16:12:15.000Z,2022-10-12T20:50:51.930Z,"October 12, 2022",garrett steve,Rated 3 out of 5 stars,"Hey there—we appreciate the honest review. We're constantly striving to improve the support experience for our users, and your feedback is very important to help us with that.",2,They need to innovate on product
"Stripe is my number one choice for payment processing for my business. Their fee is comparable to others in the market and I’ve never had an issue with charge backs. Payments always arrive in my bank account in just a few days, but if I need them sooner I can get them. I love having just one place to review my quarterly and yearly income snapshot and history.",2022-10-12T21:07:47.000Z,2022-10-12T20:49:41.715Z,"October 11, 2022",Alishia,Rated 5 out of 5 stars,"Thank you for the great review, Alishia! We're so glad to hear you're enjoying your experience with Stripe!",1,Stripe is my number one choice for all my payment processing needs.
"Update: it happened again! Despite setting up fraud blockers in WooCommerce and blacklisting domains, a few transactions still slipped through and Stripe didn't catch them, but definitely charged me for them. Downgrading my review from 2 stars to 1 and planning to switch platforms. Totally outrageous.",2022-10-26T16:57:26.000Z,2022-10-12T20:35:05.700Z,"July 24, 2022",LOV,Rated 1 out of 5 stars,"Hey there—we appreciate the honest review. We're constantly striving to improve the support experience for our users, and your feedback is very important to help us with that.",2,No basic fraud protection but still charging fees
Stripe personnel have been very responsive in addressing our district's concerns.,2022-10-12T16:03:11.000Z,2022-10-12T20:09:55.726Z,"October 10, 2022",Janice Allen Treasurer/CFO,Rated 5 out of 5 stars,"We're thrilled to hear you've had such a positive support experience with Stripe, Janice! Thank you for the great review!",1,Stripe personnel have been very…
 ,2022-10-12T15:57:37.000Z,2022-10-12T19:53:44.682Z,"October 11, 2022",Robin Philip,Rated 5 out of 5 stars,"We're glad to hear you've enjoyed your experience with Stripe, Robin! Thank you for the 5 star review!",1,Great service and support
 ,2022-10-12T15:56:17.000Z,2022-10-12T19:49:26.767Z,"October 12, 2022",Bud,Rated 5 out of 5 stars,"Thanks for the 5 star review, Bud!",1,Intuitive and easy to use
Stripe has been an incredibly trusted partner for all of our payment processing needs.,2022-10-12T15:53:32.000Z,2022-10-12T19:45:05.000Z,"October 12, 2022",Rachael,Rated 5 out of 5 stars,"We're so glad to hear you're having a great experience with Stripe, Rachael! Thank you for the positive review!",1,Stripe has been an incredibly trusted partner
"For years now, Stripe has been the keystone of our billing system. Reliable, robust, and trusted by not only us but our clients.",2022-10-12T15:50:34.000Z,2022-10-12T19:39:08.143Z,"October 12, 2022",Imnottombrady,Rated 5 out of 5 stars,Hi there—we're thrilled to hear you've had such a great experience with Stripe! Thank you for the kind words and positive review!,1,Stripe has been the keystone of our billing system
 ,2022-10-12T15:49:47.000Z,2022-10-12T19:37:45.895Z,"October 12, 2022",Graziella,Rated 5 out of 5 stars,"Thank you for the 5 star review, Graziella!",1,Very good and professional!!
"Nothing to say. Very good quality of service and the Dashboard is user friendly,helping me to understand when i will receive the payment.",2022-10-12T15:48:44.000Z,2022-10-12T19:27:09.333Z,"October 12, 2022",splandidebiz.com,Rated 5 out of 5 stars,Hey there—thank you so much for the great recommendation and positive review!,1,Stripe is for you!
stripe is easy to use and I like it. It is my only option for billing with my platform and I believe the fees are increased because of this. I hope fees can be minimized as stripe is a significant amount of my overhead.,2022-10-12T15:44:45.000Z,2022-10-12T19:24:00.499Z,"October 12, 2022",Hollie O'Keefe,Rated 4 out of 5 stars,"Thank you for the honest review, Hollie. We're constantly striving to improve the support experience for our users, and your feedback is very important to help us with that.",2,stripe is easy to use and the fees are too much
I think it’s wrong of them to keep transaction fees when customers get a refund. Even if a customer orders then notifies us they need to cancel before shipped Stripe keeps their fees. We give customers full refunds and even allow returns and don’t charge a customer for it.,2022-10-12T15:43:59.000Z,2022-10-12T19:22:18.956Z,"October 12, 2022",Anne,Rated 2 out of 5 stars,"Hey Anne—we appreciate the honest review. We're constantly striving to improve the support experience for our users, and your feedback is very important to help us with that.",1,I think it’s wrong of them to keep…
"We've struggled to use Stripe at two events with extremely unsatisfactory results. Not all of the problems are due to stripe, some were due to the interface we used, but the support I received when trying to get resolution was poor. We will not be using Stripe going forward.",2022-10-12T15:41:34.000Z,2022-10-12T19:17:00.121Z,"September 11, 2022",GMF,Rated 1 out of 5 stars,"Hey there, we're sorry about your negative experience using our services. We'd like to help in any way we can—feel free to reach out to us directly at heretohelp@stripe.com, and we'll follow up to assist with any questions or concerns you may have.",1,Not user friendly and poor customer support
"The stripe platform is not made for property management business, or any business that from time to time engages in refunds as normal business practice. The support staff knows little to nothing about the platform and is generally only able to recite their canned answer to how their features work. We’re exploring other options.",2022-10-12T15:38:58.000Z,2022-10-12T19:13:35.483Z,"October 12, 2022",Ryley,Rated 1 out of 5 stars,Hi Ryley—we're sorry to hear you've had a less than positive experience with Stripe. Please feel free to reach out if there is anything further we can assist with. ,1,Not for Property Management
Stripe has help me recover and expand my business with seamless payment systems.,2022-10-12T15:35:01.000Z,2022-10-12T19:11:09.076Z,"October 12, 2022",Mathew,Rated 5 out of 5 stars,"We're thrilled to hear you've had such a great experience with Stripe, Mathew! Thank you for the kind words and positive review!",1,Stripe has help me recover and expand…
Stripe is a good product however we were misled by their sales member who introduced us and the onboarding process was extremely poor.,2022-10-24T12:18:51.000Z,2022-10-12T20:31:21.464Z,"October 12, 2022",Jeremy Graham,Rated 1 out of 5 stars,"Hey Jeremy—we certainly apologize for the less than positive experience here, and we appreciate you reporting this. We're looking into it now, so please keep an eye out on your e-mail for updates. ",2,Dreadful experience dealing wtih Stripe
"Clean, efficient online payment processing.  Reasonable fees.",2022-10-12T15:34:27.000Z,2022-10-12T18:47:51.585Z,"October 03, 2022",Richard,Rated 5 out of 5 stars,"Thanks for the kind words and 5 star review, Richard!",1,Clean and efficient
"Stripe is great but overpriced, I have switched to Square and receive a more competitive rate and the exact same service, actually even better customer service! Stripe was unwilling to negotiate a more competitive rate and we do 1 million plus per year in credit card processing. Check out Square they beat Stripes rate by 0.4% and that will save us $4000-$5000 per year.",2022-10-12T15:34:22.000Z,2022-10-12T18:44:11.976Z,"September 30, 2022",Kevin,Rated 3 out of 5 stars,"Hey Kevin—we appreciate the honest review. We're constantly striving to improve the support experience for our users, and your feedback is very important to help us with that.",1,"Stripe is great but overpriced, try Square instead"
"Stripe is my ""go-to"" to view the day's activities. I can see our members who meant to register but forgot to complete the process. I can see our members who paid the wrong amount. The daily control has been a plus for the treasurer when dealing with our aging and volunteer organization.",2022-10-13T11:53:35.000Z,2022-10-12T18:41:41.197Z,"October 11, 2022",Candace,Rated 5 out of 5 stars,"Thank you for sharing how much Stripe has benefited your business, Candace! We appreciate the excellent review!",1,"Stripe is my ""go-to"" to view the days…"
Fee increases almost within 6 months of using stripe.,2022-10-12T15:29:37.000Z,2022-10-12T18:39:51.902Z,"October 12, 2022",Chris,Rated 3 out of 5 stars,"Hey Chris—we appreciate the honest review. We're constantly striving to improve the support experience for our users, and your feedback is very important to help us with that.",1,High Fees
Very good service. Money in the bank within 3 days. I've been using their service for the last 4 years and highly recommend.,2022-10-12T15:26:49.000Z,2022-10-12T18:38:49.222Z,"October 12, 2022",VIBHA RANA,Rated 5 out of 5 stars,Hey there—thank you for the positive review and great recommendation!,2,Very good service
The platform is easy to use and very intuitive. The integrated and also customizable security systems are excellent!,2022-10-12T15:24:37.000Z,2022-10-12T18:37:37.457Z,"October 12, 2022",Vincenzo Errichiello,Rated 5 out of 5 stars,"We're thrilled to hear you've had such a great experience with Stripe, Vincenzo! Thank you for the kind words and positive review!",4,Top one
"The only payment method I now provide as so easy, hassle free and helpful to deal with.",2022-10-12T15:23:50.000Z,2022-10-12T18:31:21.844Z,"October 12, 2022",Geraldine,Rated 5 out of 5 stars,"Thank you for the kind words and 5 star review, Geraldine!",1,The only payment method I now provide…
Stripe is the absolute worst credit card processing service on the planet they charge the highest fees have zero refund policy absolutely no customer service it is impossible to get a hold of them and they will bleed you for every dime they possibly care if someone makes a purchase you give them a refund straight still charges you they’re inflated processing fees so you lose more and more money do not ever sign up with this company the main problem is they become embedded into other applications and software so you’re automatically stuck with them and have no choice but to give them money like the mafia,2022-10-12T15:23:28.000Z,2022-10-12T18:29:04.890Z,"October 12, 2022",Jon,Rated 1 out of 5 stars,Hi Jon—we're sorry to hear you've had a less than positive experience with Stripe. Please feel free to reach out if there is anything further we can assist with. ,1,Stripe is the absolute worst credit…worst ever
"I absolutely love all that Stripe offers to my business. Instant transfers, reasonable business loans with no credit check. Just easy, convenient and reliable",2022-10-12T15:23:07.000Z,2022-10-12T18:24:41.227Z,"October 12, 2022",Wanessa,Rated 5 out of 5 stars,"We're so glad to hear you're having a great experience with Stripe, Wanessa! Thank you for the positive review!",1,The best payment process system you can get
 ,2022-10-12T15:23:01.000Z,2022-10-12T18:21:04.639Z,"October 12, 2022",Jason Belec,Rated 5 out of 5 stars,"Thank you for the feedback and positive review, Jason! ",4,Need more serverless capabilities.
"Stripe is good but no good during disputes and does not protect its business owners. Will take money right out of your account without even notifying you. I sent in so much evidence and proof that a customer DID receive their product (signed contract, emails, video evidence even!!) and stripe did absolutely nothing to protect me as a customer of theirs. The excuse they make that the credit cards have the final say is absolute Bull. Stripe will still charge you fees and take your money but will not help you. Their customer service is not good. No humans to talk to - Paypal and square is actually better. Square probably the best.",2022-10-12T16:16:03.000Z,2022-10-12T18:10:48.790Z,"March 22, 2022",D Jean,Rated 1 out of 5 stars,"Hi there—we're sorry to hear that you had to deal with a dispute—unfortunately, the card issuer has the final say and Stripe is not involved in the outcome of the dispute. We provide tips and recommendations that can help prevent disputes and fraud https://stripe.com/docs/disputes/prevention and how to respond to them: https://stripe.com/docs/disputes/responding",1,"Good, but does not protect it’s PAYING customers in disputes."
"Good service and GUI but more expensive than the industry average and not willing to negotiate at all.  We belong to a larger group of vendors and the website provider uses Stripe, so we don't have much choice and are tied to Stripe through them.  In addition, we don't understand why if one of our customers pay 3x online by accident, we still have to pay the fees for the two charges that we refund.",2022-10-12T15:21:29.000Z,2022-10-12T16:57:34.500Z,"October 12, 2022",Thomas,Rated 3 out of 5 stars,"Hey Thomas—we appreciate the honest review. We're constantly striving to improve the support experience for our users, and your feedback is very important to help us with that.",1,Good service and GUI but more expensive…
Excellent Processing company.  A bit expensive on the fees however excellent partnership with my online companies.  Telephone support is KEY these days,2022-10-12T15:21:14.000Z,2022-10-12T16:56:07.638Z,"October 11, 2022",Marc,Rated 5 out of 5 stars,"Thank you for the kind words and positive review, Marc!",1,Excellent Company
"The software works seamless with our website. We have had zero security issues, and Stripe makes regular deposits to bank account in a timely manner.",2022-10-12T15:20:42.000Z,2022-10-12T16:54:43.663Z,"October 12, 2022",Mary,Rated 5 out of 5 stars,"We're so glad to hear you're having a great experience with Stripe, Mary! Thank you for the positive review!",2,The software works seamless with our…
Stripe Is the Best Payment Getaway In the World,2022-10-12T15:19:57.000Z,2022-10-12T16:49:00.062Z,"October 12, 2022",Rwandarushya Aimable,Rated 5 out of 5 stars,Hey there—thank you for the kind words and 5 star review!,2,Stripe Is the Best Payment Getaway In…
Absolutely the very worst customer service I've ever experienced.,2022-10-12T15:18:46.000Z,2022-10-12T16:46:35.295Z,"October 12, 2022",John,Rated 1 out of 5 stars,"Hey John, we're sorry about your negative support experience. We'd like to help in any way we can—feel free to reach out to us directly at heretohelp@stripe.com, and we'll follow up to assist with any questions or concerns you may have.",1,Absolutely the very worst customer…
Great prompt service. No complaints.,2022-10-12T15:17:45.000Z,2022-10-12T16:42:01.598Z,"October 12, 2022",Sheila,Rated 5 out of 5 stars,"Thank you for the 5 star review, Sheila!",1,Great service
"For some reason Stripe is signing up random memberships to people who aren’t signing up. Then back charging me a fee when it’s disputed and for a $3 membership that’s canceled, I then have a chargeback of $17 dollars. So not only am I not responsible for people signing up to my website, I am getting penalized by the process and I have no way of stopping it. Looks like I’m just gonna have to find another provider because I’m losing money with stripe not making.",2022-10-12T15:16:23.000Z,2022-10-12T16:40:49.918Z,"October 12, 2022",Jay Horn,Rated 1 out of 5 stars,"Hi Jay—we're sorry to hear that you had to deal with a dispute—unfortunately, the card issuer has the final say and Stripe is not involved in the outcome of the dispute. We provide tips and recommendations that can help prevent disputes and fraud https://stripe.com/docs/disputes/prevention and how to respond to them: https://stripe.com/docs/disputes/responding",1,Computer Fraud is costing me money.
The transaction fees are extortionate and it takes an age for the money to reach your bank account. Other companies charge half as much and release your cash twice as fast.,2022-10-12T15:16:21.000Z,2022-10-12T16:38:57.507Z,"October 12, 2022",Tony,Rated 2 out of 5 stars,"Hey Tony—we appreciate the honest review. We're constantly striving to improve the support experience for our users, and your feedback is very important to help us with that.",2,The transaction fees are extortionate…
"We hope never to have an issue with stripe as a friend of ours has had nothing but problems over recall of a number of transactions. If we have an opportunity to use another online payment system, we'll have no hesitation in taking our business elsewhere. Stripe doesn't seem to care about the small business. Being offshore seems to be an ideal excuse not to assist.",2022-10-12T15:15:44.000Z,2022-10-12T16:35:51.259Z,"November 04, 2021",Lynette,Rated 1 out of 5 stars,Hi Lynette—we're sorry to hear about the less than positive experience here. Please feel free to reach out if there is anything further we can assist with. ,1,We hope never to have an issue with…
Good platform but expensive!  Also getting help with a live non chat person is difficult!,2022-10-12T15:12:54.000Z,2022-10-12T16:30:25.344Z,"October 12, 2022",Michael Renfrow,Rated 3 out of 5 stars,"Hey Michael—we really appreciate the honest review. We're constantly striving to improve the support experience for our users, and your feedback is very important to help us with that.",2,Good platform but expensive
This has demonstrated to be a very powerful tool to get your payments and subscriptions from a web page,2022-10-12T15:12:54.000Z,2022-10-12T16:29:11.639Z,"October 12, 2022",Pablo,Rated 5 out of 5 stars,"Thank you for the kind words and 5 star review, Pablo! ",1,An excellent payment gateway
Not only just this experience all of our experiences with Stripe deserve five star!,2022-10-12T15:11:10.000Z,2022-10-12T16:22:36.259Z,"October 12, 2022",Gurhan,Rated 5 out of 5 stars,"We're thrilled to hear you've had such a great experience with Stripe, Gurhan! Thank you for the kind words and positive review!",1,Not only just this experience all of…
"Payment processing with Stripe is great. The rest leaves a lot to be desired. I wish they really had integrated TaxJar and would actually guide more of the tax questions. I wish the docs were way more precise - less time spent tweaking the design, more time spent defining terms. There are bugs in the dashboard that are easy to hit. A bunch of products interact in confusing ways, like some data in the main plan only being accessible by buying an add-on.",2022-10-12T15:09:51.000Z,2022-10-12T16:15:27.964Z,"October 12, 2022",Tom MacWright,Rated 3 out of 5 stars,"Hey Tom—we really appreciate the honest review. We're constantly striving to improve the support experience for our users, and your feedback is very important to help us with that.",2,Payment processing with Stripe is…
"Horrible experience! If anybody pays by credit card, chances of you winning against a customer that ""claims"" they didn't receive a product or didn't order it, you lose the case all the time PLUS you get charged an additional $15! Ridiculous! Paypal protects the seller but Stripe doesn't.",2022-10-12T15:09:33.000Z,2022-10-12T16:12:35.105Z,"September 18, 2022",Stripe Sucks,Rated 1 out of 5 stars,"Hi there—we're sorry to hear that you had to deal with a dispute—unfortunately, the card issuer has the final say and Stripe is not involved in the outcome of the dispute. We provide tips and recommendations that can help prevent disputes and fraud https://stripe.com/docs/disputes/prevention and how to respond to them: https://stripe.com/docs/disputes/responding",1,Stripe DOES NOT protect the seller
Excellent service and the easiest way to grow your biz,2022-10-12T15:09:29.000Z,2022-10-12T16:10:23.372Z,"October 05, 2022",Tatjana,Rated 5 out of 5 stars,"Thanks for the 5 star review, Tatjana! We're glad to hear you're enjoying your experience with Stripe!",1,Excellent service and the easiest way…
"Easy, no fuss, money comes within a few days.",2022-10-12T15:09:18.000Z,2022-10-12T16:08:29.454Z,"October 12, 2022",Bridget  ,Rated 5 out of 5 stars,"Thank you for the kind words and positive review, Bridget!",3,Easy
If you have not used Stripe before you really should,2022-10-12T15:09:05.000Z,2022-10-12T16:06:33.132Z,"October 12, 2022",Doodle Aid ,Rated 5 out of 5 stars,Hey there—thank you for the great recommendation and positive review!,5,If you have not used Stripe before you…
I can easily track my invoices and collections from anywhere in the world.,2022-10-12T15:08:45.000Z,2022-10-12T16:05:14.811Z,"October 12, 2022",Sibel,Rated 5 out of 5 stars,"Thank you for the 5 stars, Sibel! ",1,Offers excellent solutions
Best payment processor ever.,2022-10-12T15:07:57.000Z,2022-10-12T16:03:41.315Z,"October 12, 2022",Alexis Medina,Rated 5 out of 5 stars,"We're thrilled to hear you've had such a great experience with Stripe, Alexis! Thanks for the 5 star review!",2,Best payment processor ever.
Stripe performs well and is competitive with other card processing platforms,2022-10-12T15:07:43.000Z,2022-10-12T15:59:06.047Z,"October 01, 2022",John,Rated 5 out of 5 stars,"Thank you for the kind words and 5 star review, John!",1,Stripe performs well and is competitive…
"Stripe is okay.  Not great, not bad.",2022-10-12T15:07:38.000Z,2022-10-12T15:54:46.272Z,"October 12, 2022",Jeff,Rated 3 out of 5 stars,Hey Jeff—we appreciate the honest review. Please feel free to reach out to us if you run into any issues we might be able to assist with. ,1,Stripe is okay
 ,2022-10-12T15:06:47.000Z,2022-10-12T15:57:02.855Z,"October 12, 2022",Helio,Rated 1 out of 5 stars,Hi there—we're sorry to hear you've had a less than positive experience with Stripe. Please feel free to reach out if there is anything further we can assist with. ,1,the worst payment processor ever!
We are enjoying Stripe for our buisness. Stripe has allowed us to maintain our records and monitor payments from our customers.,2022-10-12T15:05:41.000Z,2022-10-12T15:51:51.638Z,"October 12, 2022",A Generals Cut Lawn Care LLC,Rated 5 out of 5 stars,Hey there—thank you for the 5 star review! We're so glad to hear you're enjoying your experience with Stripe!,1,We are enjoying Stripe for our…
"It deserves less than one star, BIG LIARS, cheaters, they said to message them for my concern but after messaging them several times they have done nothing to resolve my issue, UNJUSTLY HOLDING MY FUNDS FOR FOUR MONTH, UNJUST PEOPLE, I GAVE THEM ALL DOCUMENTS NEEDED BUT HOLD MY FUNDS.",2022-10-11T23:32:39.000Z,NA,"October 11, 2022",Nrs,Rated 1 out of 5 stars,NA,3,"It deserves less than one star, Poor payment gateway"
"After creating an account with this company and submitting all the required documents, your account will be activated and after the first payment from your customers, your account will be locked",2022-10-11T23:11:47.000Z,2022-10-12T01:31:18.073Z,"October 06, 2022",Bahgat Hamada Mohamed,Rated 1 out of 5 stars,"Hi Bahgat! Thanks for writing. The experience you're describing is definitely not usual, and we'd like to check what might have happened in your case. Please feel free to send us an email at heretohelp@stripe.com, with your details, and we'll be happy to investigate.",2,Worst company to accept money
"Worst customer service format. There is no direct number to contact anyone. Even when you email them, or fill out a form online, they don't respond. I've been waiting for 13 hours for a response.",2022-10-11T13:32:05.000Z,2022-10-11T05:25:37.326Z,"October 09, 2022",Zee,Rated 1 out of 5 stars,"Hi Zee, thanks for your feedback. We do not currently have an inbounding phone number for customer support, but we do have a 24/7 contact facility for our users here: https://support.stripe.com/contact",1,Worst customer service
"Shocking, thieves, scammers, robot customer service, dodgy company, cowboys. Your policy states you have a 90 days hold, my account has been on hold for 150 days, you are not following your own policy. You know what your doing by stealing people's money. I have asked you to look into my account soo many times because there is an issue and all I get was robotic responses and i have not received my money.",2022-10-10T22:51:53.000Z,NA,"May 25, 2022",Noureddin,Rated 1 out of 5 stars,NA,1,Shocking
We are a registered car rental rental company based in dubai.,2022-10-10T19:05:11.000Z,2022-10-10T19:25:51.010Z,"October 10, 2022",Royal Rentals,Rated 1 out of 5 stars," Hey, we're incredibly sorry the experience has been less than positive here. We'd like to take a second look at your account from our end. Please email us directly at heretohelp@stripe.com, and we'll follow up as soon as possible.",1,125.000 EUR has been stolen - BAD COMPANY
"Stripe decided to close my account and keep holding the money for over four months now, and I can't even get a refund for the client. ",2022-10-10T15:21:45.000Z,2022-10-10T15:33:25.850Z,"October 01, 2022",Buildeg,Rated 1 out of 5 stars,"Hi, we're very sorry to hear this. We would like to look into this for you. Please email us at heretohelp@stripe.com, and we will investigate further.",1,0 customer support
"Hi Stripe,",2022-10-10T11:45:43.000Z,2022-10-10T12:12:24.601Z,"October 10, 2022",Hanna,Rated 4 out of 5 stars,"Hi—we're happy to hear you're enjoying the service and really appreciate your feedback. If this was your first payout, this generally takes 7-14 business days to arrive in your bank account. From that first payout forward, you'll receive payouts on a more regular schedule: https://stripe.com/docs/payouts. If you would like us to check what happened to your payout, you can email us at heretohelp@stripe.com.",2,"Hi Stripe,"
"As a small business owner I do not recommend Stripe, their payouts are getting held for more than 120 days. For this reason I was forced to switch the payment processor.",2022-10-10T08:14:44.000Z,2022-10-10T09:05:11.242Z,"June 03, 2022",sabine vogler,Rated 1 out of 5 stars,Hi Sabine —120 days would not be a standard hold and would likely be due to a restriction. We'd love to investigate this further. Can you email us at heretohelp@stripe.com and we can go from there? Thanks.,1,As a small business owner I do not…
"What a terrible experience! After days of jumping through hoops to validate an address on my driving license, I finally gave up. Thanks to their incompetence, my volunteer humanitarian aid organization in Ukraine, which has been running since July 2022, has now had all payments suspended because 'they don't know where I live'. I uploaded my driving license, passport, valid connected bank accounts, everything but the kitchen sink. They are a massive bunch of red-tape with no understanding of cross country global transactions. The fact that my humanitarian aid organization helping babies and children in war zone ukraine has had their funding cut off due to Stripe seems to carry no weight in persuading them to fix their software limitations. Do yourself a favor and actually use a company who knows what they are doing, maybe Paypal or Authorize.net? Someone who might know that you run an initiative in a different country than you live in. Ever heard of the internet, people?",2022-10-10T00:52:50.000Z,NA,"October 09, 2022",Tomi.SFO,Rated 1 out of 5 stars,NA,1,Would give Zero if I could
"I haven't had to do any extra work running my business and have had zero hassle, which is all I can ask for from Stripe. Very thankful for how they've handled everything.",2022-10-08T21:20:19.000Z,2022-10-09T00:42:48.569Z,"October 08, 2022",Brandon,Rated 5 out of 5 stars,Thank you so much for the kind words—we're beyond happy to hear about your experience.,1,I haven't had to do any extra work…
"Great service that makes shipping clean, simple and easy. With integration saves so much time and helps remove any errors",2022-10-08T20:32:44.000Z,2022-10-09T00:38:48.882Z,"September 26, 2022",Mike,Rated 5 out of 5 stars,We're so glad to hear that! Thanks for using Stripe.,1,Great service making shipping easy
Abysmal support from accounts support team,2022-10-08T16:28:46.000Z,2022-10-08T20:51:24.126Z,"October 08, 2022",Christopher,Rated 1 out of 5 stars,"Hey there Christopher—sorry to hear about your experience. Could you please send us a message at heretohelp@stripe.com so we can take a look? Please include ""Trustpilot"" in the email subject line. Thank you.",1,Abysmal support from accounts support…
Terrible company all around they will hold your money for no reason at all will not keep you updated no call backs nothing I been on the phone a week for a hour a day trying to get my funds since last week oct 2 it is now the October 8 and I still don’t have my funds with no answers now with it being the weekend I gotta wait all way till next week just to call and argue on the phone again for an hour big warning do not use I promise you I don’t know how they got good reviews. They gotta be fake this company is garbage and I will be taking them to court,2022-10-08T15:16:53.000Z,2022-10-08T19:13:24.497Z,"October 08, 2022",Jacob Wilkes,Rated 1 out of 5 stars,"Hey there Jacob—sorry to hear about the continued trouble. Could you please email heretohelp@stripe.com so we can take another look at your case? Please include ""Trustpilot"" in the subject line. Thank you.",2,Terrible company all around they will…
"We had a great experience, never a problem and good support.",2022-10-08T10:33:39.000Z,2022-10-08T17:29:19.243Z,"October 08, 2022",S.C.,Rated 5 out of 5 stars,Thank you so much for the kind words!,2,it works perfectly
